src_bytes,dst_bytes,rate,label
1.000015,1.0,1.1666666,1
1.0000788,1.0002286,1.0000423,1
1.000015,1.0,1.25,1
1.0000129,1.0,1.3333333,1
1.0000129,1.0,1.1111112,1
1.0000129,1.0,1.1111112,1
1.000015,1.0,2.0,1
1.000015,1.0,1.2,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.0000129,1.0,1.3333333,1
1.0000129,1.0,1.5,1
1.0000129,1.0,1.5,1
1.000015,1.0,1.1428571,1
1.000015,1.0,2.0,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1,1
1.0000366,1.0,1.0000021,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.2,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.3333333,1
1.000123,1.0004529,1.0000564,1
1.000015,1.0,1.25,1
1.000015,1.0,1.1111112,1
1.000284,1.0,1.1666666,1
1.000015,1.0,1.1111112,1
1.000015,1.0,2.0,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.0000861,1.0004376,1.000072,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1428571,1
1.0000421,1.0000769,1.0000366,1
1.0000757,1.0002447,1.0000182,1
1.0000366,1.0,1.0000002,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.5,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1666666,1
1.0011204,1.0003425,1.0000448,1
1.000015,1.0,1.0384616,1
1.000015,1.0,1.1111112,1
1.0025309,1.0000769,1.000058,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.5,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.2,1
1.000015,1.0,1.2,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.0001934,1.0004711,1.0000554,1
1.000015,1.0,2.0,1
1.000015,1.0,2.0,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.5,1
1.000015,1.0,1.125,1
1.000015,1.0,1.25,1
1.000015,1.0,1.125,1
1.000015,1.0,1.25,1
1.000015,1.0,1.5,1
1.000015,1.0,1.5,1
1.0000863,1.0000583,1.0000447,1
1.000015,1.0,1.25,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1428571,1
1.0000695,1.0,1.1,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1111112,1
1.0002353,1.0591761,1.0001376,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.0005723,1.0000583,1.0001178,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.0000792,1.0002247,1.0000635,1
1.000015,1.0,1.25,1
1.0001516,1.0005041,1.0000637,1
1.000015,1.0,1.5,1
1.0000799,1.0002799,1.0000411,1
1.000015,1.0,1.1,1
1.000015,1.0,1.25,1
1.000015,1.0,1.25,1
1.0005168,1.0002707,1.0000508,1
1.000015,1.0,1.1666666,1
1.025065,1.0005841,1.000169,1
1.0001308,1.0141131,1.000086,1
1.000015,1.0,1.25,1
1.0001968,1.0,1.0000328,1
1.0000802,1.0003451,1.0000769,1
1.0001968,1.0,1.0000328,1
1.0000775,1.0004029,1.0000707,1
1.0000781,1.0008475,1.0000803,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.0000821,1.0001904,1.0000484,1
1.0000019,1.0,2.0,1
1.000015,1.0,1.3333333,1
1.0000129,1.0,1.3333333,1
1.0000129,1.0,1.1111112,1
1.0000323,1.0,1.000003,1
1.0000129,1.0,1.3333333,1
1.000015,1.0,1.125,1
1.0000129,1.0,1.1111112,1
1.0000129,1.0,1.1111112,1
1.0000964,1.0006763,1.0000507,1
1.0000323,1.0,1.0000029,1
1.000015,1.0,1.125,1
1.0000129,1.0,1.3333333,1
1.0000129,1.0,1.125,1
1.0000323,1.0,1.000003,1
1.000015,1.0,1.25,1
1.0000129,1.0,1.125,1
1.0000323,1.0,1.0000029,1
1.0000323,1.0,1.0000029,1
1.0000129,1.0,1.03125,1
1.0000129,1.0,1.125,1
1.0000129,1.0,1.3333333,1
1.0000129,1.0,1.3333333,1
1.0000129,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.0000129,1.0,1.125,1
1.0000366,1.0,1.0000021,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,2.0,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.0000938,1.0004642,1.0000201,1
1.0000366,1.0,1.0000002,1
1.0000366,1.0,1.0000002,1
1.000015,1.0,1.5,1
1.000015,1.0,1.125,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.2,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.0002663,1.0001152,1.0000445,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.3333333,1
1.0000765,1.0003359,1.0000345,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.5,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.25,1
1.0011204,1.0003425,1.0000448,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.0011204,1.0003425,1.0000448,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.3333333,1
1.0001029,1.0000769,1.0000275,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.2,1
1.0000755,1.0002273,1.0000764,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1666666,1
1.0000764,1.0003221,1.000067,1
1.000015,1.0,2.0,1
1.000015,1.0,1.25,1
1.000015,1.0,1.25,1
1.000015,1.0,1.125,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.125,1
1.0001934,1.0004711,1.0000554,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.0000697,1.0000769,1.000033,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1666666,1
1.0000072,1.0,1.0666667,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1,1
1.000015,1.0,1.1,1
1.0021309,1.0004159,1.0000255,1
1.000015,1.0,1.1666666,1
1.0000867,1.000333,1.0000348,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.25,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.0000468,1.0000583,1.0000501,1
1.000015,1.0,1.1,1
1.000015,1.0,1.25,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1,1
1.000015,1.0,1.125,1
1.0001704,1.0000769,1.0000433,1
1.000015,1.0,2.0,1
1.000015,1.0,1.125,1
1.0000842,1.0002977,1.000077,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1428571,1
1.000082,1.0004698,1.0000644,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.3333333,1
1.0004448,1.0003694,1.0000573,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000185,1.0471693,1.0001891,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.125,1
1.0001318,1.0151575,1.0000827,1
1.000015,1.0,2.0,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000085,1.0034395,1.0001287,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1,1
1.000004,1.0,1.1111112,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.125,1
1.000015,1.0,2.0,1
1.000015,1.0,1.125,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000104,1.0002316,1.000047,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.5,1
1.0000818,1.0009987,1.0000257,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,2.0,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.25,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1,1
1.5772725,1.0056782,1.0001473,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.125,1
2.0,1.0099026,1.0001348,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.0001007,1.0007423,1.000034,1
1.000015,1.0,1.25,1
1.000015,1.0,1.125,1
1.0000019,1.0,2.0,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.0000129,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.25,1
1.000015,1.0,1.1,1
1.0000323,1.0,1.000003,1
1.000015,1.0,1.1111112,1
1.000015,1.0,2.0,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.0000323,1.0,1.0000029,1
1.000015,1.0,1.2,1
1.000015,1.0,1.2,1
1.0000129,1.0,1.3333333,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.0000129,1.0,1.3333333,1
1.0000129,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.125,1
1.000015,1.0,1.2,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.0003853,1.0000769,1.0000405,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000916,1.0003959,1.000058,1
1.0001289,1.0003998,1.0000635,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.125,1
1.0003741,1.0006776,1.0000246,1
1.000015,1.0,1.1111112,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1428571,1
1.0000129,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.2,1
1.0000802,1.0002043,1.000071,1
1.0000129,1.0,1.5,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.2,1
1.0000019,1.0,1.125,1
1.0000129,1.0,1.125,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.0000129,1.0,1.03125,1
1.000015,1.0,1.1111112,1
1.0000129,1.0,1.03125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.25,1
1.000015,1.0,1.5,1
1.000015,1.0,1.3333333,1
1.0000129,1.0,1.125,1
1.0000129,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1,1
1.0000441,1.0000583,1.0000591,1
1.0000129,1.0,2.0,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.0000583,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.0000366,1.0,1.0000021,1
1.000015,1.0,1.125,1
1.0001968,1.0,1.0000328,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.0000439,1.0000769,1.0000405,1
1.000015,1.0,1.1111112,1
1.0003413,1.0003868,1.0000379,1
1.000015,1.0,1.1,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1428571,1
1.0000788,1.000259,1.0000098,1
1.000015,1.0,1.1111112,1
1.0000831,1.0003573,1.0000443,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.0000834,1.0004706,1.0000365,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.5,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.5,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.0000019,1.0,2.0,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.0384616,1
1.000015,1.0,1.125,1
1.000015,1.0,1.25,1
1.000015,1.0,1.25,1
1.000015,1.0,1.25,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.125,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.0000116,1.0000243,1.0002893,1
1.000015,1.0,1.125,1
1.000015,1.0,1.3333333,1
1.0001241,1.0008622,1.0000359,1
1.000015,1.0,1.25,1
1.0000075,1.0002434,1.0000489,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.2,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1666666,1
1.0000129,1.0,1.1111112,1
1.000015,1.0,1.25,1
1.000015,1.0,1.2,1
1.000015,1.0,1.2,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1428571,1
1.000015,1.0,1.2,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.3333333,1
1.0000129,1.0,1.1111112,1
1.0000129,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.25,1
1.000015,1.0,1.25,1
1.0000805,1.0011026,1.0000782,1
1.000015,1.0,1.125,1
1.0003697,1.0006776,1.0000455,1
1.000015,1.0,2.0,1
1.000015,1.0,1.125,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.125,1
1.0000129,1.0,1.3333333,1
1.000015,1.0,1.1666666,1
1.0000129,1.0,1.3333333,1
1.000015,1.0,1.1666666,1
1.000015,1.0,1.2,1
1.000015,1.0,1.125,1
1.000015,1.0,1.1111112,1
1.000015,1.0,1.3333333,1
1.000015,1.0,1.3333333,1
1.0000129,1.0,1.3333333,1
